IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
20797,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.financialcalendarimpl,HolidayFileEntry,"HolidayFileEntry(String, InfoFileEntry, String)",3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,1.0,2.0,6.0,4.0,0.0,1.0,151.0,75.0,24.0,0.0727272727272727,0.0,2.0,16.0,0.0,17.0,0.923076923076923,0.428571428571429,9.0,1.21428571428571,1.5,6.0,33.0,0.0,790.0,64.0,11,58,2,541,326,7842,false
20838,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.financialcalendarimpl,InfoFileEntry,"getCountryMapping(String)",1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,1.0,0.0,2.0,8.0,10.0,0.0,1.0,309.0,157.0,88.0,0.119047619047619,0.0,2.0,26.0,0.0,46.0,0.926086956521739,0.333333333333333,30.0,1.91666666666667,3.75,6.0,33.0,0.0,790.0,64.0,11,58,2,541,326,7842,false
20842,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.financialcalendarimpl,InfoFile,"load(File)",1.0,0.0,1.0,1.0,0.0,2.0,15.0,2.0,0.0,4.0,0.0,6.0,0.5,1.0,2.0,1.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,68.0,54.0,10.0,1.0,0.0,1.0,8.0,0.0,8.0,0.4,0.833333333333333,6.0,1.33333333333333,1.2,6.0,33.0,0.0,790.0,64.0,11,58,2,541,326,7842,false
20856,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.financialcalendarimpl,FinancialCalendarHolidayCalendar,"getLocale()",0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,4.0,3.0,5.0,3.0,11.0,2.0,100.0,80.0,78.0,0.0,0.0,8.0,30.0,0.0,10.0,1.16666666666667,0.714285714285714,8.0,1.42857142857143,1.6,6.0,33.0,0.0,790.0,64.0,11,58,2,541,326,7842,false
20859,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.daycount,DaycountException,"DaycountException(String)",1.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,4.0,23.0,23.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,3.0,22.0,0.0,316.0,22.0,11,58,2,541,326,7842,false
20886,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date.holiday.defaultimpl,WeekendHolidayCalendar,"isWeekend(Calendar)",1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,15.0,15.0,0.0,0.0,0.0,4.0,21.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,44.0,5.0,11,58,2,541,326,7842,false
312,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date,TypedScheduleGenerator,"generateScheduleInternal(Calendar, Calendar, int, int, StubType)",5.0,1.0,1.0,1.0,1.0,5.0,68.0,11.0,0.0,13.0,0.0,14.0,0.0,3.0,16.0,0.0,0.0,8.0,0.0,0.375,0.0,2.0,0.0,17.0,0.0,14.0,7.0,15.0,2.0,0.0,1.0,203.0,193.0,306.0,0.0,0.0,7.0,31.0,0.0,36.0,1.0625,0.818181818181818,34.0,2.11764705882353,2.26666666666667,10.0,60.0,1.0,1447.0,77.0,11,58,2,541,326,7842,true
313,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.date,ScheduleGenerator,"generateSchedule(Calendar, Calendar, int, int, StubType, Period, int)",7.0,0.0,9.0,2.0,0.0,5.0,176.0,23.0,0.0,18.0,0.0,32.0,0.1,3.0,6.0,1.0,0.0,7.0,0.0,0.428571428571429,0.0,0.0,0.0,18.0,0.0,13.0,5.0,18.0,1.0,0.0,1.0,538.0,538.0,104.0,0.0,0.0,6.0,31.0,0.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1.0,1447.0,77.0,11,58,2,541,326,7842,true
314,/mnt/qualitas/qualitas_corpus_compile/jFin_DateMath-R1.0.1,org.jfin.common,CSVFileFormatTokenizer,"initialise(String)",1.0,0.0,0.0,0.0,0.0,5.0,44.0,8.0,0.0,7.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,22.0,4.0,0.0,1.0,307.0,295.0,0.0,0.128571428571429,0.0,0.0,23.0,0.0,33.0,0.875,0.954545454545455,32.0,1.43478260869565,1.45454545454545,4.0,34.0,0.0,1229.0,42.0,11,58,2,541,326,7842,true
21540,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.annotations,XYTextAnnotation,"setOutlineVisible(boolean)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,31.0,3.0,1.0,4.0,19.0,18.0,6.0,2.0,583.0,409.0,144.0,0.177248677248677,5.0,10.0,49.0,1.0,58.0,0.925925925925926,0.5,39.0,1.87096774193548,2.05263157894737,15.0,179.0,3.0,4573.0,226.0,69,960,103,11810,10192,247421,false
22126,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.statistics,DefaultStatisticalCategoryDataset,"getRowCount()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,29.0,1.0,0.0,3.0,29.0,13.0,8.0,2.0,656.0,656.0,1236.0,0.612535612535613,0.0,7.0,66.0,0.0,86.0,0.865384615384615,1.0,86.0,2.96551724137931,2.96551724137931,14.0,261.0,4.0,5108.0,268.0,69,960,103,11810,10192,247421,false
22438,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart,ChartPanel,"setMinimumDrawWidth(int)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,114.0,1.0,4.0,16.0,84.0,78.0,521.0,5.0,2870.0,2372.0,8500.0,0.10013325718637,21.0,20.0,157.0,1.0,302.0,0.980258679373724,0.603305785123967,242.0,2.64912280701754,2.88095238095238,22.0,415.0,4.0,12125.0,523.0,69,960,103,11810,10192,247421,false
22762,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart,JFreeChart,"handleClick(int, int, ChartRenderingInfo)",3.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,5.0,16.0,0.0,70.0,1.0,7.0,19.0,54.0,22.0,0.0,1.0,1495.0,1164.0,2510.0,0.0843253968253968,6.0,25.0,110.0,0.0,164.0,0.957180500658762,0.685714285714286,123.0,2.34285714285714,2.27777777777778,22.0,415.0,4.0,12125.0,523.0,69,960,103,11810,10192,247421,false
23026,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.category,CategoryItemRenderer,"getPositiveItemLabelPosition()",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,132.0,?,0.0,0.0,68.0,0.0,?,?,1726.0,868.0,0.0,0.0,0.0,15.0,132.0,0.0,132.0,0.0,0.0,68.0,1.0,1.0,28.0,387.0,2.0,14624.0,551.0,69,960,103,11810,10192,247421,false
23158,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,"AbstractCategoryItemRenderer()",0.0,5.0,0.0,0.0,5.0,1.0,10.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,4.0,15.0,0.0,57.0,?,11.0,24.0,42.0,16.0,?,2.0,1660.0,1404.0,6529.0,0.0538961038961039,0.0,30.0,152.0,8.0,174.0,0.947544642857143,?,151.0,3.05263157894737,3.5952380952381,28.0,387.0,2.0,14624.0,551.0,69,960,103,11810,10192,247421,false
23692,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYItemRenderer,"setItemLabelsVisible(boolean)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,134.0,?,0.0,0.0,71.0,0.0,?,?,1644.0,859.0,0.0,0.0,0.0,16.0,134.0,0.0,134.0,0.0,0.0,71.0,1.0,1.0,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,false
24018,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,"setShapesFilled(boolean)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,1.0,52.0,5.0,9.0,10.0,32.0,15.0,236.0,3.0,1283.0,976.0,1688.0,0.0726950354609929,0.0,32.0,379.0,6.0,123.0,0.941176470588235,0.545454545454545,101.0,2.36538461538462,3.15625,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,false
24153,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer,AbstractRenderer,"getItemVisible(int, int)",2.0,19.0,0.0,0.0,24.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,0.0,191.0,?,25.0,5.0,89.0,70.0,?,1.0,3951.0,2220.0,3812.0,0.0190579133007168,8.0,7.0,208.0,4.0,396.0,0.984511278195489,?,243.0,2.07329842931937,2.73033707865169,13.0,174.0,2.0,5920.0,290.0,69,960,103,11810,10192,247421,false
24332,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer,AbstractRenderer,"setItemLabelPaint(Paint, boolean)",2.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,102.0,0.0,191.0,?,25.0,5.0,89.0,70.0,?,1.0,3951.0,2220.0,3812.0,0.0190579133007168,8.0,7.0,208.0,4.0,396.0,0.984511278195489,?,243.0,2.07329842931937,2.73033707865169,13.0,174.0,2.0,5920.0,290.0,69,960,103,11810,10192,247421,false
24379,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.time,Year,"getLastMillisecond()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2.0,0.0,1.0,19.0,6.0,17.0,2.0,337.0,337.0,4.0,0.516483516483517,2.0,10.0,37.0,0.0,29.0,0.907407407407407,0.904761904761905,29.0,1.52631578947368,1.52631578947368,26.0,480.0,1.0,9366.0,498.0,69,960,103,11810,10192,247421,false
24484,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.time,DynamicTimeSeriesCollection,"wrapOffset(int)",1.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,42.0,1.0,0.0,5.0,40.0,22.0,19.0,5.0,888.0,867.0,1353.0,0.165165165165165,3.0,15.0,78.0,0.0,88.0,0.946784922394679,0.871794871794872,86.0,2.0952380952381,2.15,26.0,480.0,1.0,9366.0,498.0,69,960,103,11810,10192,247421,false
25200,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,CyclicNumberAxis,"getCycleBound()",0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,34.0,12.0,0.0,8.0,25.0,11.0,152.0,4.0,1083.0,943.0,2407.0,0.21957671957672,2.0,24.0,232.0,0.0,125.0,0.920110192837466,0.607142857142857,112.0,3.67647058823529,4.48,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,false
25307,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,NumberAxis,"getAutoRangeStickyZero()",0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,38.0,3.0,4.0,10.0,31.0,11.0,128.0,3.0,1271.0,1136.0,3345.0,0.0349206349206349,4.0,23.0,215.0,5.0,111.0,0.98034398034398,0.645161290322581,96.0,2.92105263157895,3.09677419354839,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,false
27554,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot.dial,DialPlot,"getScale(int)",1.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,41.0,2.0,0.0,8.0,35.0,12.0,62.0,2.0,765.0,647.0,1689.0,0.115873015873016,0.0,28.0,127.0,0.0,89.0,0.910416666666667,0.842105263157895,76.0,2.17073170731707,2.17142857142857,14.0,201.0,4.0,5139.0,273.0,69,960,103,11810,10192,247421,false
27755,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.title,LegendGraphic,"setLinePaint(Paint)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,38.0,4.0,3.0,1.0,24.0,15.0,31.0,2.0,682.0,496.0,215.0,0.14453781512605,0.0,6.0,81.0,0.0,77.0,0.893693693693694,0.6,60.0,2.02631578947368,2.5,10.0,148.0,0.0,3987.0,202.0,69,960,103,11810,10192,247421,false
28457,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data,DataUtilities,"createNumberArray2D(double[][])",1.0,1.0,0.0,0.0,1.0,2.0,11.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,?,0.0,4.0,9.0,0.0,?,1.0,240.0,240.0,124.0,0.0,0.0,4.0,17.0,0.0,40.0,0.0,?,40.0,4.44444444444444,4.44444444444444,16.0,197.0,8.0,3899.0,208.0,69,960,103,11810,10192,247421,false
28615,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.editor,DefaultTitleEditor,"getTitleFont()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,4.0,3.0,9.0,9.0,522.0,5.0,229.0,206.0,98.0,0.142857142857143,0.0,4.0,21.0,0.0,19.0,0.925925925925926,0.875,16.0,1.9,1.77777777777778,10.0,79.0,2.0,2096.0,84.0,69,960,103,11810,10192,247421,false
28633,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.editor,ChartEditorFactory,"createEditor(JFreeChart)",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,?,0.0,0.0,1.0,0.0,?,?,12.0,12.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,79.0,2.0,2096.0,84.0,69,960,103,11810,10192,247421,false
316,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.xy,DefaultTableXYDataset,"updateXPoints(XYSeries)",1.0,0.0,0.0,0.0,0.0,5.0,30.0,8.0,0.0,10.0,0.0,13.0,1.0,1.0,8.0,3.0,0.0,4.0,0.0,0.25,4.0,3.0,0.0,36.0,3.0,4.0,5.0,33.0,5.0,18.0,5.0,580.0,542.0,1609.0,0.354166666666667,0.0,14.0,93.0,0.0,73.0,0.76,0.911764705882353,70.0,2.02777777777778,2.12121212121212,39.0,564.0,12.0,9554.0,584.0,69,960,103,11810,10192,247421,false
319,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.labels,CustomXYToolTipGenerator,"equals(Object)",1.0,0.0,0.0,0.0,0.0,5.0,27.0,8.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,143.0,143.0,0.0,0.476190476190476,0.0,1.0,8.0,0.0,20.0,0.785714285714286,1.0,20.0,2.5,2.5,26.0,207.0,11.0,4046.0,208.0,69,960,103,11810,10192,247421,false
328,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.category,LineAndShapeRenderer,"drawItem(Graphics2D, CategoryItemRendererState, Rectangle2D, CategoryPlot, CategoryAxis, ValueAxis, CategoryDataset, int, int, int)",10.0,1.0,2.0,1.0,1.0,5.0,138.0,26.0,0.0,25.0,0.0,33.0,0.714285714285714,7.0,40.0,5.0,0.0,15.0,0.0,0.466666666666667,3.0,20.0,0.0,44.0,4.0,8.0,9.0,24.0,15.0,237.0,3.0,988.0,665.0,1128.0,0.0905923344947735,0.0,33.0,375.0,3.0,100.0,0.934883720930233,0.545454545454545,77.0,2.27272727272727,3.20833333333333,28.0,387.0,2.0,14624.0,551.0,69,960,103,11810,10192,247421,true
329,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.category,StatisticalLineAndShapeRenderer,"drawItem(Graphics2D, CategoryItemRendererState, Rectangle2D, CategoryPlot, CategoryAxis, ValueAxis, CategoryDataset, int, int, int)",10.0,0.0,2.0,1.0,0.0,5.0,206.0,33.0,0.0,30.0,0.0,35.0,0.5,8.0,50.0,2.0,0.0,16.0,0.0,0.5,3.0,2.0,0.0,12.0,4.0,2.0,9.0,10.0,3.0,275.0,4.0,395.0,363.0,494.0,0.535714285714286,0.0,36.0,385.0,0.0,48.0,0.696969696969697,0.8,46.0,4.0,4.6,28.0,387.0,2.0,14624.0,551.0,69,960,103,11810,10192,247421,true
341,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYShapeRenderer,"drawItem(Graphics2D, XYItemRendererState, Rectangle2D, PlotRenderingInfo, XYPlot, ValueAxis, ValueAxis, XYDataset, int, int, CrosshairState, int)",12.0,0.0,2.0,1.0,0.0,5.0,77.0,14.0,0.0,20.0,0.0,24.0,0.666666666666667,5.0,21.0,4.0,0.0,8.0,0.0,0.625,3.0,7.0,0.0,24.0,5.0,2.0,11.0,17.0,8.0,236.0,3.0,508.0,394.0,718.0,0.185714285714286,0.0,35.0,351.0,0.0,60.0,0.869565217391304,0.666666666666667,50.0,2.5,2.94117647058824,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,true
346,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,"drawRangeMarker(Graphics2D, XYPlot, ValueAxis, Marker, Rectangle2D)",5.0,0.0,2.0,1.0,0.0,5.0,153.0,20.0,0.0,31.0,0.0,33.0,0.0,6.0,44.0,0.0,0.0,22.0,0.0,0.272727272727273,3.0,14.0,0.0,56.0,?,10.0,22.0,42.0,14.0,?,2.0,1678.0,1460.0,5860.0,0.0726764500349406,0.0,28.0,141.0,18.0,185.0,0.932467532467532,?,164.0,3.30357142857143,3.9047619047619,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,true
352,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer,WaferMapRenderer,"getLegendCollection()",0.0,1.0,0.0,0.0,1.0,5.0,49.0,7.0,0.0,10.0,0.0,13.0,1.0,2.0,8.0,3.0,0.0,3.0,0.0,0.666666666666667,0.0,3.0,0.0,15.0,0.0,0.0,5.0,12.0,7.0,188.0,2.0,319.0,236.0,124.0,0.1,2.0,13.0,228.0,0.0,44.0,0.877551020408163,0.5,34.0,2.93333333333333,2.83333333333333,13.0,174.0,2.0,5920.0,290.0,69,960,103,11810,10192,247421,false
354,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.time,TimePeriodValuesCollection,"getDomainBounds(boolean)",1.0,0.0,3.0,1.0,0.0,5.0,47.0,8.0,0.0,17.0,0.0,23.0,0.5,3.0,24.0,3.0,0.0,12.0,0.0,0.25,3.0,2.0,0.0,24.0,0.0,3.0,5.0,22.0,4.0,20.0,5.0,420.0,391.0,686.0,0.261904761904762,0.0,14.0,72.0,0.0,48.0,0.83695652173913,0.91304347826087,45.0,2.0,2.04545454545455,26.0,480.0,1.0,9366.0,498.0,69,960,103,11810,10192,247421,false
357,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,DateAxis,"refreshTicksVertical(Graphics2D, Rectangle2D, RectangleEdge)",3.0,0.0,1.0,1.0,0.0,5.0,98.0,16.0,0.0,21.0,0.0,26.0,0.75,4.0,19.0,3.0,0.0,7.0,0.0,0.571428571428571,2.0,14.0,1.0,51.0,7.0,19.0,16.0,37.0,12.0,124.0,3.0,1783.0,1508.0,4853.0,0.0841638981173865,4.0,29.0,249.0,0.0,169.0,0.961666666666667,0.581395348837209,139.0,3.31372549019608,3.75675675675676,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,true
361,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,SegmentedTimeline,"addBaseTimelineException(long)",1.0,0.0,0.0,0.0,0.0,5.0,31.0,5.0,0.0,5.0,0.0,6.0,1.0,1.0,8.0,1.0,0.0,4.0,0.0,0.25,3.0,4.0,3.0,45.0,2.0,0.0,3.0,41.0,21.0,0.0,1.0,1585.0,1519.0,958.0,0.0670731707317073,7.0,0.0,61.0,0.0,87.0,0.971861471861472,0.775510204081633,78.0,1.93333333333333,1.90243902439024,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,false
365,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,PeriodAxis,"drawTickMarksHorizontal(Graphics2D, AxisState, Rectangle2D, RectangleEdge)",4.0,0.0,1.0,1.0,0.0,5.0,79.0,13.0,0.0,18.0,0.0,30.0,0.909090909090909,3.0,22.0,10.0,0.0,10.0,0.0,0.3,3.0,13.0,0.0,47.0,11.0,1.0,9.0,34.0,15.0,120.0,3.0,1132.0,928.0,3933.0,0.176923076923077,0.0,23.0,223.0,0.0,129.0,0.904347826086956,0.666666666666667,108.0,2.74468085106383,3.17647058823529,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,true
371,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,CombinedDomainCategoryPlot,"getCategories()",0.0,0.0,0.0,0.0,0.0,5.0,18.0,5.0,0.0,6.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,24.0,13.0,8.0,5.0,20.0,4.0,254.0,3.0,584.0,517.0,1351.0,0.359307359307359,0.0,44.0,373.0,0.0,75.0,0.83695652173913,0.863636363636364,66.0,3.125,3.3,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,false
374,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,"datasetsMappedToDomainAxis(int)",1.0,0.0,0.0,0.0,0.0,5.0,24.0,7.0,0.0,6.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,68.0,0.0,213.0,7.0,19.0,27.0,145.0,59.0,56.0,2.0,4827.0,3636.0,34819.0,0.0223816355810617,8.0,46.0,373.0,2.0,576.0,0.98433002878158,0.623762376237624,447.0,2.70422535211268,3.08275862068966,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,false
388,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,"findMinimumRangeValue(XYDataset)",1.0,0.0,0.0,0.0,0.0,5.0,49.0,9.0,0.0,10.0,0.0,10.0,0.0,5.0,12.0,0.0,0.0,6.0,0.0,0.833333333333333,0.0,0.0,0.0,52.0,0.0,1.0,25.0,52.0,0.0,0.0,1.0,1968.0,1968.0,6872.0,0.0,0.0,27.0,108.0,0.0,315.0,0.0,1.0,315.0,6.05769230769231,6.05769230769231,19.0,225.0,11.0,4955.0,245.0,69,960,103,11810,10192,247421,true
389,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,"findMaximumRangeValue(CategoryDataset)",1.0,0.0,0.0,0.0,0.0,5.0,44.0,8.0,0.0,9.0,0.0,9.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,0.6,0.0,0.0,0.0,52.0,0.0,1.0,25.0,52.0,0.0,0.0,1.0,1968.0,1968.0,6872.0,0.0,0.0,27.0,108.0,0.0,315.0,0.0,1.0,315.0,6.05769230769231,6.05769230769231,19.0,225.0,11.0,4955.0,245.0,69,960,103,11810,10192,247421,true
